,Country,Year,Sex,Age,Number of Suicides,Suicides per 100k,GDP for Year ($),GDP per Capita ($),Generation
20535,Republic of Korea,2010,female,55-74 years,1200,27.12,"1,094,499,338,703",22994,Silent
20536,Republic of Korea,2010,female,25-34 years,972,25.88,"1,094,499,338,703",22994,Generation X
20537,Republic of Korea,2010,female,35-54 years,1745,20.75,"1,094,499,338,703",22994,Generation X
20538,Republic of Korea,2010,male,15-24 years,493,14.05,"1,094,499,338,703",22994,Millenials
20539,Republic of Korea,2010,female,15-24 years,372,11.86,"1,094,499,338,703",22994,Millenials
20540,Republic of Korea,2010,female,5-14 years,34,1.22,"1,094,499,338,703",22994,Generation Z
20541,Republic of Korea,2010,male,5-14 years,27,0.88,"1,094,499,338,703",22994,Generation Z
20542,Republic of Korea,2011,male,75+ years,1276,185.37,"1,202,463,682,634",25157,Silent
20543,Republic of Korea,2011,male,55-74 years,3393,81.21,"1,202,463,682,634",25157,Boomers
20544,Republic of Korea,2011,female,75+ years,894,65.7,"1,202,463,682,634",25157,Silent
20545,Republic of Korea,2011,male,35-54 years,4255,48.93,"1,202,463,682,634",25157,Generation X
20546,Republic of Korea,2011,male,25-34 years,1384,35.77,"1,202,463,682,634",25157,Millenials
20547,Republic of Korea,2011,female,55-74 years,1178,25.62,"1,202,463,682,634",25157,Boomers
20548,Republic of Korea,2011,female,25-34 years,901,24.47,"1,202,463,682,634",25157,Millenials
20549,Republic of Korea,2011,female,35-54 years,1694,20.1,"1,202,463,682,634",25157,Generation X
20550,Republic of Korea,2011,male,15-24 years,528,14.9,"1,202,463,682,634",25157,Millenials
20551,Republic of Korea,2011,female,15-24 years,347,10.98,"1,202,463,682,634",25157,Millenials
20552,Republic of Korea,2011,male,5-14 years,30,1.03,"1,202,463,682,634",25157,Generation Z
20553,Republic of Korea,2011,female,5-14 years,26,0.97,"1,202,463,682,634",25157,Generation Z
20554,Republic of Korea,2012,male,75+ years,1137,152.45,"1,222,807,284,485",25464,Silent
20555,Republic of Korea,2012,male,55-74 years,3039,69.39,"1,222,807,284,485",25464,Boomers
20556,Republic of Korea,2012,female,75+ years,887,61.4,"1,222,807,284,485",25464,Silent
20557,Republic of Korea,2012,male,35-54 years,3732,42.93,"1,222,807,284,485",25464,Generation X
20558,Republic of Korea,2012,male,25-34 years,1210,31.88,"1,222,807,284,485",25464,Millenials
20559,Republic of Korea,2012,female,55-74 years,1060,22.18,"1,222,807,284,485",25464,Boomers
20560,Republic of Korea,2012,female,25-34 years,733,20.34,"1,222,807,284,485",25464,Millenials
20561,Republic of Korea,2012,female,35-54 years,1539,18.25,"1,222,807,284,485",25464,Generation X
20562,Republic of Korea,2012,male,15-24 years,475,13.29,"1,222,807,284,485",25464,Millenials
20563,Republic of Korea,2012,female,15-24 years,299,9.38,"1,222,807,284,485",25464,Millenials
20564,Republic of Korea,2012,male,5-14 years,28,1.0,"1,222,807,284,485",25464,Generation Z
20565,Republic of Korea,2012,female,5-14 years,20,0.77,"1,222,807,284,485",25464,Generation Z
20566,Republic of Korea,2013,male,75+ years,1191,147.59,"1,305,604,981,272",27060,Silent
20567,Republic of Korea,2013,male,55-74 years,3136,68.24,"1,305,604,981,272",27060,Boomers
20568,Republic of Korea,2013,female,75+ years,816,53.3,"1,305,604,981,272",27060,Silent
20569,Republic of Korea,2013,male,35-54 years,4112,47.47,"1,305,604,981,272",27060,Generation X
20570,Republic of Korea,2013,male,25-34 years,1126,30.17,"1,305,604,981,272",27060,Millenials
20571,Republic of Korea,2013,female,55-74 years,1004,20.2,"1,305,604,981,272",27060,Boomers
20572,Republic of Korea,2013,female,25-34 years,698,19.73,"1,305,604,981,272",27060,Millenials
20573,Republic of Korea,2013,female,35-54 years,1550,18.44,"1,305,604,981,272",27060,Generation X
20574,Republic of Korea,2013,male,15-24 years,473,13.18,"1,305,604,981,272",27060,Millenials
20575,Republic of Korea,2013,female,15-24 years,283,8.83,"1,305,604,981,272",27060,Millenials
20576,Republic of Korea,2013,male,5-14 years,21,0.78,"1,305,604,981,272",27060,Generation Z
20577,Republic of Korea,2013,female,5-14 years,16,0.64,"1,305,604,981,272",27060,Generation Z
20578,Republic of Korea,2014,male,75+ years,1090,124.45,"1,411,333,926,201",29120,Silent
20579,Republic of Korea,2014,male,55-74 years,2952,61.25,"1,411,333,926,201",29120,Boomers
20580,Republic of Korea,2014,male,35-54 years,4085,47.33,"1,411,333,926,201",29120,Generation X
20581,Republic of Korea,2014,female,75+ years,721,44.31,"1,411,333,926,201",29120,Silent
20582,Republic of Korea,2014,male,25-34 years,1133,30.93,"1,411,333,926,201",29120,Millenials
20583,Republic of Korea,2014,female,25-34 years,643,18.58,"1,411,333,926,201",29120,Millenials
20584,Republic of Korea,2014,female,55-74 years,961,18.58,"1,411,333,926,201",29120,Boomers
20585,Republic of Korea,2014,female,35-54 years,1506,17.98,"1,411,333,926,201",29120,Generation X
20586,Republic of Korea,2014,male,15-24 years,453,12.62,"1,411,333,926,201",29120,Millenials
20587,Republic of Korea,2014,female,15-24 years,257,8.01,"1,411,333,926,201",29120,Millenials
20588,Republic of Korea,2014,male,5-14 years,22,0.84,"1,411,333,926,201",29120,Generation Z
20589,Republic of Korea,2014,female,5-14 years,11,0.45,"1,411,333,926,201",29120,Generation Z
20590,Republic of Korea,2015,male,75+ years,1329,140.74,"1,382,764,027,114",28410,Silent
20591,Republic of Korea,2015,male,55-74 years,3123,61.57,"1,382,764,027,114",28410,Boomers
20592,Republic of Korea,2015,female,75+ years,750,43.57,"1,382,764,027,114",28410,Silent
20593,Republic of Korea,2015,male,35-54 years,3678,42.8,"1,382,764,027,114",28410,Generation X
20594,Republic of Korea,2015,male,25-34 years,988,27.65,"1,382,764,027,114",28410,Millenials
20595,Republic of Korea,2015,female,55-74 years,990,18.29,"1,382,764,027,114",28410,Boomers
20596,Republic of Korea,2015,female,25-34 years,572,17.06,"1,382,764,027,114",28410,Millenials
20597,Republic of Korea,2015,female,35-54 years,1372,16.46,"1,382,764,027,114",28410,Generation X
20598,Republic of Korea,2015,male,15-24 years,421,11.76,"1,382,764,027,114",28410,Millenials
20599,Republic of Korea,2015,female,15-24 years,256,7.97,"1,382,764,027,114",28410,Millenials
20600,Republic of Korea,2015,male,5-14 years,17,0.67,"1,382,764,027,114",28410,Generation Z
20601,Republic of Korea,2015,female,5-14 years,14,0.6,"1,382,764,027,114",28410,Generation Z
