,Country,Year,Sex,Age,Number of Suicides,Suicides per 100k,GDP for Year ($),GDP per Capita ($),Generation
27173,United States,2012,male,35-54 years,11763,27.79,"16,155,255,000,000",55170,Generation X
27174,United States,2012,male,55-74 years,8032,27.25,"16,155,255,000,000",55170,Boomers
27175,United States,2012,male,25-34 years,4985,23.71,"16,155,255,000,000",55170,Millenials
27176,United States,2012,male,15-24 years,3918,17.25,"16,155,255,000,000",55170,Millenials
27177,United States,2012,female,35-54 years,3857,9.13,"16,155,255,000,000",55170,Generation X
27178,United States,2012,female,55-74 years,2264,7.02,"16,155,255,000,000",55170,Boomers
27179,United States,2012,female,25-34 years,1231,5.96,"16,155,255,000,000",55170,Millenials
27180,United States,2012,female,15-24 years,954,4.41,"16,155,255,000,000",55170,Millenials
27181,United States,2012,female,75+ years,428,3.76,"16,155,255,000,000",55170,Silent
27182,United States,2012,male,5-14 years,226,1.07,"16,155,255,000,000",55170,Generation Z
27183,United States,2012,female,5-14 years,85,0.42,"16,155,255,000,000",55170,Generation Z
27184,United States,2013,male,75+ years,2990,38.25,"16,691,517,000,000",56520,Silent
27185,United States,2013,male,55-74 years,8445,27.77,"16,691,517,000,000",56520,Boomers
27186,United States,2013,male,35-54 years,11396,27.08,"16,691,517,000,000",56520,Generation X
27187,United States,2013,male,25-34 years,5063,23.67,"16,691,517,000,000",56520,Millenials
27188,United States,2013,male,15-24 years,3903,17.17,"16,691,517,000,000",56520,Millenials
27189,United States,2013,female,35-54 years,3776,8.99,"16,691,517,000,000",56520,Generation X
27190,United States,2013,female,55-74 years,2484,7.48,"16,691,517,000,000",56520,Boomers
27191,United States,2013,female,25-34 years,1285,6.13,"16,691,517,000,000",56520,Millenials
27192,United States,2013,female,15-24 years,975,4.49,"16,691,517,000,000",56520,Millenials
27193,United States,2013,female,75+ years,431,3.75,"16,691,517,000,000",56520,Silent
27194,United States,2013,male,5-14 years,252,1.19,"16,691,517,000,000",56520,Generation Z
27195,United States,2013,female,5-14 years,143,0.7,"16,691,517,000,000",56520,Generation Z
27196,United States,2014,male,75+ years,3106,38.85,"17,427,609,000,000",58531,Silent
27197,United States,2014,male,55-74 years,8961,28.59,"17,427,609,000,000",58531,Boomers
27198,United States,2014,male,35-54 years,11455,27.37,"17,427,609,000,000",58531,Generation X
27199,United States,2014,male,25-34 years,5222,24.0,"17,427,609,000,000",58531,Millenials
27200,United States,2014,male,15-24 years,4089,18.01,"17,427,609,000,000",58531,Millenials
27201,United States,2014,female,35-54 years,4018,9.63,"17,427,609,000,000",58531,Generation X
27202,United States,2014,female,55-74 years,2676,7.83,"17,427,609,000,000",58531,Boomers
27203,United States,2014,female,25-34 years,1347,6.34,"17,427,609,000,000",58531,Millenials
27204,United States,2014,female,15-24 years,990,4.56,"17,427,609,000,000",58531,Millenials
27205,United States,2014,female,75+ years,477,4.11,"17,427,609,000,000",58531,Silent
27206,United States,2014,male,5-14 years,277,1.3,"17,427,609,000,000",58531,Generation Z
27207,United States,2014,female,5-14 years,151,0.74,"17,427,609,000,000",58531,Generation Z
27208,United States,2015,male,75+ years,3171,38.81,"18,120,714,000,000",60387,Silent
27209,United States,2015,male,55-74 years,9068,28.11,"18,120,714,000,000",60387,Boomers
27210,United States,2015,male,35-54 years,11634,27.93,"18,120,714,000,000",60387,Generation X
27211,United States,2015,male,25-34 years,5503,24.86,"18,120,714,000,000",60387,Millenials
27212,United States,2015,male,15-24 years,4359,19.27,"18,120,714,000,000",60387,Millenials
27213,United States,2015,female,35-54 years,4053,9.76,"18,120,714,000,000",60387,Generation X
27214,United States,2015,female,55-74 years,2872,8.18,"18,120,714,000,000",60387,Boomers
27215,United States,2015,female,25-34 years,1444,6.7,"18,120,714,000,000",60387,Millenials
27216,United States,2015,female,15-24 years,1132,5.23,"18,120,714,000,000",60387,Millenials
27217,United States,2015,female,75+ years,540,4.58,"18,120,714,000,000",60387,Silent
27218,United States,2015,male,5-14 years,255,1.2,"18,120,714,000,000",60387,Generation Z
27219,United States,2015,female,5-14 years,158,0.78,"18,120,714,000,000",60387,Generation Z
